org_id,event_timestamp,activity,plan,price,deployment
100000003,2024-04-05T17:07:32Z,subscribed,Business,399,SaaS
100000004,2024-04-06T22:45:27Z,subscribed,Team,0,On-prem
100000002,2024-04-06T20:13:47Z,subscribed,Business,399,On-prem
100000005,2024-04-07T22:15:16Z,subscribed,Team,99,SaaS
100000007,2024-04-07T08:51:41Z,subscribed,Team,99,SaaS
100000006,2024-04-08T17:04:18Z,subscribed,Business,399,SaaS
100000001,2024-04-08T12:47:19Z,subscribed,Business,399,On-prem
100000008,2024-04-08T03:39:09Z,subscribed,Business,399,On-prem
100000013,2024-04-09T20:55:35Z,subscribed,Business,399,On-prem
100000010,2024-04-09T14:14:17Z,subscribed,Team,99,On-prem
100000009,2024-04-09T21:15:20Z,subscribed,Business,399,On-prem
100000012,2024-04-10T07:04:26Z,subscribed,Team,99,SaaS
100000014,2024-04-10T03:21:38Z,subscribed,Business,399,On-prem
100000011,2024-04-11T14:45:38Z,subscribed,Business,399,On-prem
100000019,2024-04-11T08:52:56Z,subscribed,Business,399,On-prem
100000020,2024-04-12T06:28:18Z,subscribed,Team,99,On-prem
100000017,2024-04-12T11:28:47Z,subscribed,Team,99,On-prem
100000025,2024-04-13T16:13:34Z,subscribed,Team,99,SaaS
100000024,2024-04-13T03:20:09Z,subscribed,Team,99,On-prem
100000027,2024-04-13T16:47:00Z,subscribed,Team,99,SaaS
100000023,2024-04-14T16:23:11Z,subscribed,Team,99,On-prem
100000032,2024-04-14T09:36:52Z,subscribed,Business,399,SaaS
100000037,2024-04-15T18:49:46Z,subscribed,Team,99,SaaS
100000016,2024-04-15T14:54:08Z,subscribed,Team,99,SaaS
100000022,2024-04-16T11:42:23Z,subscribed,Team,99,On-prem
100000034,2024-04-16T17:03:21Z,subscribed,Business,399,SaaS
100000033,2024-04-17T08:43:31Z,subscribed,Business,399,On-prem
100000042,2024-04-17T02:48:25Z,subscribed,Business,399,SaaS
100000035,2024-04-18T02:52:38Z,subscribed,Business,399,SaaS
100000041,2024-04-18T21:00:47Z,subscribed,Team,99,SaaS
100000051,2024-04-19T07:00:57Z,subscribed,Business,399,SaaS
100000028,2024-04-19T20:11:24Z,subscribed,Team,99,SaaS
100000039,2024-04-20T09:53:09Z,subscribed,Team,-841,On-prem
100000015,2024-04-20T11:20:51Z,subscribed,Team,99,On-prem
100000062,2024-04-21T15:22:37Z,subscribed,Team,99,SaaS
100000056,2024-04-22T20:19:39Z,subscribed,Team,99,SaaS
100000046,2024-04-23T00:17:39Z,subscribed,Business,399,On-prem
100000036,2024-04-23T07:53:56Z,subscribed,Business,399,SaaS
100000058,2024-04-23T09:12:18Z,subscribed,Business,399,SaaS
100000043,2024-04-24T15:13:45Z,subscribed,Business,399,SaaS
100000068,2024-04-25T22:50:47Z,subscribed,Business,399,On-prem
100000064,2024-04-25T23:53:11Z,subscribed,Team,99,SaaS
100000055,2024-04-26T13:13:51Z,subscribed,Business,-632,On-prem
100000040,2024-04-26T21:11:55Z,subscribed,Team,99,On-prem
100000074,2024-04-27T11:53:33Z,subscribed,Team,99,SaaS
100000080,2024-04-27T21:29:03Z,subscribed,Team,99,SaaS
100000086,2024-04-28T02:52:40Z,subscribed,Business,399,On-prem
100000052,2024-04-28T08:28:34Z,subscribed,Team,99,On-prem
100000085,2024-04-29T07:53:51Z,subscribed,Business,399,SaaS
100000047,2024-04-30T20:33:22Z,subscribed,Business,399,On-prem
100000026,2024-04-30T01:31:47Z,subscribed,Team,99,On-prem
100000038,2024-05-01T08:56:14Z,subscribed,Business,399,On-prem
100000077,2024-05-02T07:48:20Z,subscribed,Business,-158,On-prem
100000089,2024-05-03T07:10:10Z,subscribed,Business,399,On-prem
100000072,2024-05-03T05:26:05Z,subscribed,Team,99,On-prem
100000075,2024-05-04T17:11:10Z,subscribed,Team,99,On-prem
100000088,2024-05-04T05:41:42Z,subscribed,Team,99,On-prem
100000107,2024-05-05T01:20:41Z,subscribed,Team,-530,SaaS
100000031,2024-05-05T22:25:44Z,subscribed,Team,99,On-prem
100000048,2024-05-06T00:18:07Z,subscribed,Team,99,On-prem
100000093,2024-05-06T20:37:17Z,subscribed,Business,399,SaaS
100000060,2024-05-07T04:35:30Z,subscribed,Team,99,On-prem
100000021,2024-05-07T17:51:34Z,subscribed,Team,99,On-prem
100000111,2024-05-08T22:11:51Z,subscribed,Business,399,On-prem
100000129,2024-05-08T02:40:15Z,subscribed,Business,399,On-prem
100000091,2024-05-09T04:03:46Z,subscribed,Team,99,SaaS
100000112,2024-05-09T08:45:58Z,subscribed,Team,99,On-prem
100000121,2024-05-10T14:26:38Z,subscribed,Team,99,On-prem
100000071,2024-05-10T01:46:19Z,subscribed,Business,399,SaaS
100000079,2024-05-11T17:40:40Z,subscribed,Business,399,On-prem
100000044,2024-05-11T13:51:02Z,subscribed,Team,99,SaaS
100000114,2024-05-11T19:09:23Z,subscribed,Team,99,SaaS
100000134,2024-05-12T16:01:55Z,subscribed,Team,99,On-prem
100000096,2024-05-13T10:30:07Z,subscribed,Business,399,SaaS
100000137,2024-05-13T14:23:26Z,subscribed,Team,99,On-prem
100000152,2024-05-14T07:08:55Z,subscribed,Business,399,SaaS
100000067,2024-05-14T08:35:59Z,subscribed,Team,99,On-prem
100000118,2024-05-15T18:51:04Z,subscribed,Business,399,On-prem
100000141,2024-05-15T05:19:30Z,subscribed,Business,399,SaaS
100000018,2024-05-15T15:31:49Z,subscribed,Team,99,SaaS
100000092,2024-05-16T02:10:10Z,subscribed,Team,99,On-prem
100000150,2024-05-16T08:19:09Z,subscribed,Team,99,On-prem
100000168,2024-05-17T07:24:27Z,subscribed,Team,99,On-prem
100000165,2024-05-17T11:40:35Z,subscribed,Business,399,On-prem
100000132,2024-05-18T05:25:51Z,subscribed,Business,399,On-prem
100000151,2024-05-18T04:32:33Z,subscribed,Team,99,On-prem
100000176,2024-05-19T05:40:45Z,subscribed,Team,99,On-prem
100000081,2024-05-19T07:54:34Z,subscribed,Team,99,SaaS
100000061,2024-05-20T21:58:03Z,subscribed,Team,99,On-prem
100000162,2024-05-21T17:22:34Z,subscribed,Team,99,SaaS
100000087,2024-05-21T16:42:27Z,subscribed,Team,99,SaaS
100000117,2024-05-22T04:58:33Z,subscribed,Business,399,On-prem
100000125,2024-05-22T21:50:01Z,subscribed,Team,99,SaaS
100000161,2024-05-23T20:41:09Z,subscribed,Business,399,On-prem
100000110,2024-05-23T21:26:14Z,subscribed,Team,99,On-prem
100000157,2024-05-24T00:36:49Z,subscribed,Business,399,SaaS
100000187,2024-05-24T20:48:30Z,subscribed,Team,99,On-prem
100000119,2024-05-25T08:44:43Z,subscribed,Team,0,On-prem
100000090,2024-05-25T04:51:39Z,subscribed,Business,399,SaaS
100000175,2024-05-26T08:43:12Z,subscribed,Business,399,On-prem
100000184,2024-05-26T22:15:17Z,subscribed,Business,399,On-prem
100000099,2024-05-27T22:56:51Z,subscribed,Team,99,SaaS
100000083,2024-05-27T05:12:58Z,subscribed,Business,399,On-prem
100000167,2024-05-28T16:18:16Z,subscribed,Team,99,SaaS
100000123,2024-05-28T13:30:27Z,subscribed,Business,399,On-prem
100000109,2024-05-29T09:26:07Z,subscribed,Business,399,SaaS
100000164,2024-05-29T15:38:11Z,subscribed,Team,99,On-prem
100000124,2024-05-29T01:25:34Z,subscribed,Business,399,On-prem
100000210,2024-05-30T19:00:18Z,subscribed,Team,99,SaaS
100000070,2024-05-30T09:24:18Z,subscribed,Business,399,SaaS
100000181,2024-05-31T19:41:50Z,subscribed,Team,99,On-prem
100000120,2024-05-31T20:04:27Z,subscribed,Business,399,On-prem
100000053,2024-05-31T23:55:59Z,subscribed,Business,399,On-prem
100000232,2024-06-01T00:38:36Z,subscribed,Business,399,On-prem
100000128,2024-06-01T00:55:40Z,subscribed,Business,399,SaaS
100000186,2024-06-02T21:03:21Z,subscribed,Team,99,SaaS
100000182,2024-06-02T03:40:14Z,subscribed,Team,99,On-prem
100000203,2024-06-03T12:04:59Z,subscribed,Business,399,SaaS
100000069,2024-06-03T06:10:25Z,subscribed,Business,399,SaaS
100000082,2024-06-03T07:15:37Z,subscribed,Business,399,On-prem
100000102,2024-06-04T11:36:39Z,subscribed,Business,399,On-prem
100000103,2024-06-04T20:08:09Z,subscribed,Team,99,SaaS
100000213,2024-06-05T17:35:11Z,subscribed,Business,399,SaaS
100000159,2024-06-05T01:16:59Z,subscribed,Team,99,On-prem
100000233,2024-06-06T20:59:12Z,subscribed,Business,399,SaaS
100000256,2024-06-06T12:36:28Z,subscribed,Team,99,SaaS
100000138,2024-06-07T09:01:35Z,subscribed,Team,99,SaaS
100000140,2024-06-07T16:24:04Z,subscribed,Team,99,On-prem
100000066,2024-06-08T22:55:37Z,subscribed,Business,399,SaaS
100000201,2024-06-08T08:20:11Z,subscribed,Business,399,On-prem
100000171,2024-06-09T04:25:47Z,subscribed,Business,399,On-prem
100000224,2024-06-09T17:22:24Z,subscribed,Business,399,SaaS
100000145,2024-06-10T23:17:01Z,subscribed,Team,99,On-prem
100000208,2024-06-10T18:42:37Z,subscribed,Business,399,SaaS
100000144,2024-06-11T18:29:33Z,subscribed,Team,-798,SaaS
100000263,2024-06-11T09:37:26Z,subscribed,Team,99,On-prem
100000219,2024-06-12T07:26:02Z,subscribed,Business,399,On-prem
100000169,2024-06-12T10:50:04Z,subscribed,Team,99,On-prem
100000238,2024-06-13T18:16:03Z,subscribed,Business,399,On-prem
100000239,2024-06-13T21:52:38Z,subscribed,Business,399,SaaS
100000195,2024-06-14T06:44:10Z,subscribed,Business,399,On-prem
100000199,2024-06-14T22:18:10Z,subscribed,Business,399,SaaS
100000259,2024-06-15T07:24:16Z,subscribed,Business,399,SaaS
100000286,2024-06-15T17:40:17Z,subscribed,Business,399,On-prem
100000268,2024-06-16T03:50:58Z,subscribed,Team,99,SaaS
100000122,2024-06-16T01:57:48Z,subscribed,Team,99,SaaS
100000163,2024-06-17T02:20:33Z,subscribed,Team,99,On-prem
100000229,2024-06-18T18:16:47Z,subscribed,Team,-413,SaaS
100000251,2024-06-18T20:43:32Z,subscribed,Business,399,SaaS
100000246,2024-06-19T23:05:41Z,subscribed,Business,399,SaaS
100000179,2024-06-19T15:51:22Z,subscribed,Team,99,SaaS
100000285,2024-06-20T03:11:32Z,subscribed,Business,0,SaaS
100000247,2024-06-20T18:13:11Z,subscribed,Business,399,On-prem
100000108,2024-06-21T20:54:30Z,subscribed,Business,0,On-prem
100000315,2024-06-21T08:50:38Z,subscribed,Business,399,SaaS
100000063,2024-06-22T11:58:20Z,subscribed,Business,399,On-prem
100000291,2024-06-22T02:39:59Z,subscribed,Business,399,On-prem
100000216,2024-06-23T10:04:19Z,subscribed,Team,99,SaaS
100000139,2024-06-23T08:37:11Z,subscribed,Business,399,On-prem
100000127,2024-06-24T11:12:00Z,subscribed,Team,99,On-prem
100000255,2024-06-24T07:45:49Z,subscribed,Business,399,SaaS
100000207,2024-06-25T10:46:04Z,subscribed,Business,399,On-prem
100000312,2024-06-26T19:28:57Z,subscribed,Team,-772,SaaS
100000198,2024-06-26T03:58:58Z,subscribed,Business,399,SaaS
100000153,2024-06-27T04:16:39Z,subscribed,Team,99,SaaS
100000294,2024-06-27T04:55:13Z,subscribed,Team,99,On-prem
100000283,2024-06-28T14:09:07Z,subscribed,Business,399,SaaS
100000155,2024-06-28T20:29:48Z,subscribed,Business,399,On-prem
100000328,2024-06-29T19:51:56Z,subscribed,Business,399,SaaS
100000335,2024-06-29T13:08:36Z,subscribed,Business,399,On-prem
100000212,2024-06-30T15:40:28Z,subscribed,Team,99,On-prem
100000337,2024-06-30T23:40:54Z,subscribed,Team,99,SaaS
100000324,2024-07-01T18:42:00Z,subscribed,Business,399,On-prem
100000223,2024-07-01T02:04:58Z,subscribed,Business,399,On-prem
100000280,2024-07-02T17:49:32Z,subscribed,Business,399,On-prem
100000154,2024-07-02T03:26:43Z,subscribed,Team,99,On-prem
100000275,2024-07-03T12:10:44Z,subscribed,Business,399,SaaS
100000133,2024-07-03T10:29:01Z,subscribed,Business,399,SaaS
100000289,2024-07-04T18:17:18Z,subscribed,Business,399,SaaS
100000253,2024-07-04T22:09:48Z,subscribed,Team,99,SaaS
100000094,2024-07-04T20:26:37Z,subscribed,Team,99,SaaS
100000351,2024-07-05T09:29:29Z,subscribed,Team,99,On-prem
100000146,2024-07-05T10:12:07Z,subscribed,Business,399,On-prem
100000191,2024-07-06T18:56:05Z,subscribed,Team,-848,SaaS
100000357,2024-07-06T23:09:12Z,subscribed,Business,399,SaaS
100000065,2024-07-07T17:21:14Z,subscribed,Business,399,SaaS
100000269,2024-07-07T12:55:14Z,subscribed,Team,99,On-prem
100000370,2024-07-08T17:01:26Z,subscribed,Business,399,On-prem
100000303,2024-07-08T19:30:54Z,subscribed,Team,99,On-prem
100000358,2024-07-09T11:50:55Z,subscribed,Business,399,On-prem
100000260,2024-07-09T11:03:12Z,subscribed,Business,399,On-prem
100000250,2024-07-10T23:05:29Z,subscribed,Team,99,SaaS
100000325,2024-07-10T22:47:22Z,subscribed,Team,99,SaaS
100000204,2024-07-11T14:46:46Z,subscribed,Business,399,On-prem
100000221,2024-07-11T00:27:28Z,subscribed,Business,399,On-prem
100000359,2024-07-11T11:38:09Z,subscribed,Business,399,SaaS
100000234,2024-07-12T01:08:38Z,subscribed,Business,399,On-prem
100000185,2024-07-12T08:04:52Z,subscribed,Team,99,SaaS
100000243,2024-07-13T04:12:57Z,subscribed,Team,-229,On-prem
100000355,2024-07-13T14:39:57Z,subscribed,Team,99,On-prem
100000292,2024-07-14T00:35:33Z,subscribed,Team,99,On-prem
100000105,2024-07-14T19:30:30Z,subscribed,Business,399,SaaS
100000387,2024-07-16T06:08:46Z,subscribed,Team,99,SaaS
100000290,2024-07-16T14:35:16Z,subscribed,Team,99,SaaS
100000049,2024-07-17T21:20:55Z,subscribed,Business,399,SaaS
100000273,2024-07-18T05:14:13Z,subscribed,Business,399,On-prem
100000278,2024-07-18T19:58:17Z,subscribed,Business,399,On-prem
100000258,2024-07-19T03:12:33Z,subscribed,Business,399,On-prem
100000402,2024-07-19T22:15:42Z,subscribed,Team,99,On-prem
100000209,2024-07-20T12:17:32Z,subscribed,Business,399,SaaS
100000192,2024-07-20T06:38:40Z,subscribed,Business,399,SaaS
100000375,2024-07-21T14:00:26Z,subscribed,Team,99,SaaS
100000425,2024-07-21T17:03:14Z,subscribed,Team,99,On-prem
100000379,2024-07-22T12:27:09Z,subscribed,Business,399,On-prem
100000265,2024-07-22T11:08:04Z,subscribed,Business,399,On-prem
100000282,2024-07-23T19:20:23Z,subscribed,Team,99,On-prem
100000254,2024-07-23T11:54:16Z,subscribed,Business,399,SaaS
100000406,2024-07-24T09:17:32Z,subscribed,Business,399,SaaS
100000045,2024-07-24T04:52:16Z,subscribed,Business,399,On-prem
100000174,2024-07-24T03:52:11Z,subscribed,Business,399,SaaS
100000106,2024-07-25T11:55:04Z,subscribed,Team,99,SaaS
100000222,2024-07-25T15:35:21Z,subscribed,Business,399,On-prem
100000205,2024-07-26T07:52:26Z,subscribed,Team,99,SaaS
100000356,2024-07-26T11:32:25Z,subscribed,Business,399,SaaS
100000390,2024-07-27T02:30:54Z,subscribed,Team,99,SaaS
100000330,2024-07-27T04:11:58Z,subscribed,Team,99,On-prem
100000442,2024-07-28T17:58:53Z,subscribed,Team,99,SaaS
100000311,2024-07-28T15:16:54Z,subscribed,Team,99,On-prem
100000126,2024-07-29T03:12:28Z,subscribed,Business,399,On-prem
100000435,2024-07-29T17:06:33Z,subscribed,Business,399,On-prem
100000115,2024-07-29T12:32:10Z,subscribed,Business,399,On-prem
100000426,2024-07-30T20:19:36Z,subscribed,Business,399,SaaS
100000249,2024-07-30T20:54:01Z,subscribed,Team,99,SaaS
100000316,2024-07-31T16:34:14Z,subscribed,Team,99,SaaS
100000338,2024-07-31T14:57:38Z,subscribed,Team,99,On-prem
100000237,2024-08-01T08:17:04Z,subscribed,Team,99,SaaS
100000437,2024-08-01T04:21:21Z,subscribed,Team,99,On-prem
100000271,2024-08-02T12:34:43Z,subscribed,Business,399,SaaS
100000407,2024-08-02T10:05:21Z,subscribed,Team,99,On-prem
100000449,2024-08-03T03:47:14Z,subscribed,Team,99,On-prem
100000377,2024-08-04T16:41:05Z,subscribed,Business,399,SaaS
100000241,2024-08-04T19:49:21Z,subscribed,Team,99,On-prem
100000411,2024-08-05T10:15:57Z,subscribed,Team,-779,SaaS
100000368,2024-08-05T22:06:53Z,subscribed,Team,99,SaaS
100000297,2024-08-06T17:39:24Z,subscribed,Business,399,On-prem
100000270,2024-08-06T15:49:16Z,subscribed,Business,399,On-prem
100000281,2024-08-07T19:13:46Z,subscribed,Business,0,SaaS
100000084,2024-08-07T03:10:24Z,subscribed,Business,399,On-prem
100000236,2024-08-08T21:46:56Z,subscribed,Business,399,SaaS
100000307,2024-08-08T04:33:13Z,subscribed,Team,99,SaaS
100000365,2024-08-09T01:31:18Z,subscribed,Business,-920,On-prem
100000173,2024-08-09T16:02:29Z,subscribed,Business,399,On-prem
100000422,2024-08-09T18:41:34Z,subscribed,Business,399,SaaS
100000468,2024-08-10T23:11:18Z,subscribed,Team,99,SaaS
100000309,2024-08-10T04:11:12Z,subscribed,Business,399,SaaS
100000329,2024-08-10T17:27:50Z,subscribed,Team,99,SaaS
100000148,2024-08-11T01:51:58Z,subscribed,Business,399,On-prem
100000276,2024-08-11T20:47:07Z,subscribed,Business,399,SaaS
100000505,2024-08-12T20:35:57Z,subscribed,Business,-944,On-prem
100000386,2024-08-12T18:48:16Z,subscribed,Business,399,On-prem
100000100,2024-08-13T20:58:58Z,subscribed,Business,399,SaaS
100000503,2024-08-13T11:33:29Z,subscribed,Business,399,SaaS
100000380,2024-08-14T08:42:17Z,subscribed,Team,99,SaaS
100000301,2024-08-14T08:22:51Z,subscribed,Business,399,On-prem
100000242,2024-08-15T13:07:32Z,subscribed,Team,99,On-prem
100000420,2024-08-15T19:44:45Z,subscribed,Business,399,On-prem
100000193,2024-08-16T02:30:55Z,subscribed,Business,399,SaaS
100000466,2024-08-16T08:12:26Z,subscribed,Team,99,SaaS
100000326,2024-08-17T04:56:39Z,subscribed,Team,99,On-prem
100000244,2024-08-17T21:57:26Z,subscribed,Team,99,On-prem
100000101,2024-08-18T07:45:00Z,subscribed,Team,99,SaaS
100000218,2024-08-18T21:23:59Z,subscribed,Business,399,SaaS
100000336,2024-08-19T06:05:03Z,subscribed,Business,-237,SaaS
100000413,2024-08-19T06:36:33Z,subscribed,Business,399,SaaS
100000361,2024-08-20T21:48:52Z,subscribed,Business,399,On-prem
100000231,2024-08-20T23:21:13Z,subscribed,Team,99,On-prem
100000400,2024-08-21T23:39:35Z,subscribed,Business,399,SaaS
100000227,2024-08-21T21:36:45Z,subscribed,Business,399,SaaS
100000030,2024-08-22T05:13:50Z,subscribed,Team,99,On-prem
100000206,2024-08-22T01:35:10Z,subscribed,Team,99,On-prem
100000439,2024-08-22T10:22:55Z,subscribed,Team,99,SaaS
100000341,2024-08-23T16:55:21Z,subscribed,Business,399,On-prem
100000372,2024-08-23T03:17:52Z,subscribed,Team,99,On-prem
100000339,2024-08-24T05:07:12Z,subscribed,Team,99,On-prem
100000507,2024-08-25T00:09:55Z,subscribed,Business,399,On-prem
100000498,2024-08-25T03:31:05Z,subscribed,Team,99,SaaS
100000279,2024-08-26T18:12:28Z,subscribed,Team,99,On-prem
100000143,2024-08-26T05:06:53Z,subscribed,Business,399,SaaS
100000333,2024-08-26T11:49:53Z,subscribed,Team,99,SaaS
100000200,2024-08-27T06:04:22Z,subscribed,Business,399,SaaS
100000487,2024-08-27T03:59:48Z,subscribed,Business,399,On-prem
100000347,2024-08-28T12:17:19Z,subscribed,Business,399,SaaS
100000320,2024-08-28T15:06:59Z,subscribed,Business,399,On-prem
100000349,2024-08-29T01:36:38Z,subscribed,Business,399,SaaS
100000462,2024-08-29T19:54:09Z,subscribed,Business,399,SaaS
100000364,2024-08-30T21:56:33Z,subscribed,Business,399,SaaS
100000362,2024-08-30T12:28:27Z,subscribed,Business,399,On-prem
100000409,2024-08-31T08:36:14Z,subscribed,Business,399,SaaS
100000287,2024-08-31T14:24:03Z,subscribed,Team,99,SaaS
100000494,2024-08-31T09:24:21Z,subscribed,Team,99,SaaS
100000029,2024-09-01T15:40:16Z,subscribed,Team,0,On-prem
100000262,2024-09-02T17:15:50Z,subscribed,Business,399,On-prem
100000323,2024-09-03T03:39:39Z,subscribed,Team,99,On-prem
100000521,2024-09-03T11:56:24Z,subscribed,Team,99,SaaS
100000353,2024-09-04T13:34:25Z,subscribed,Team,99,SaaS
100000585,2024-09-04T14:30:48Z,subscribed,Business,399,On-prem
100000608,2024-09-05T22:48:00Z,subscribed,Business,399,SaaS
100000369,2024-09-05T16:10:48Z,subscribed,Business,399,SaaS
100000531,2024-09-05T05:23:42Z,subscribed,Business,399,SaaS
100000605,2024-09-06T02:55:27Z,subscribed,Team,99,SaaS
100000172,2024-09-06T08:21:47Z,subscribed,Team,99,On-prem
100000423,2024-09-07T09:00:16Z,subscribed,Team,99,On-prem
100000374,2024-09-07T08:16:44Z,subscribed,Team,99,SaaS
100000455,2024-09-08T21:30:41Z,subscribed,Business,399,SaaS
100000566,2024-09-08T13:42:46Z,subscribed,Team,99,On-prem
100000228,2024-09-09T09:02:04Z,subscribed,Business,399,SaaS
100000318,2024-09-09T12:22:39Z,subscribed,Team,99,SaaS
100000575,2024-09-09T23:52:37Z,subscribed,Business,399,SaaS
100000454,2024-09-10T14:49:57Z,subscribed,Team,99,SaaS
100000625,2024-09-10T01:49:01Z,subscribed,Business,399,On-prem
100000604,2024-09-11T09:22:02Z,subscribed,Business,399,On-prem
100000591,2024-09-11T09:05:25Z,subscribed,Team,99,On-prem
100000643,2024-09-12T19:44:53Z,subscribed,Team,99,SaaS
100000509,2024-09-12T16:59:53Z,subscribed,Business,399,SaaS
100000284,2024-09-13T13:40:00Z,subscribed,Team,99,SaaS
100000590,2024-09-13T13:29:02Z,subscribed,Business,399,On-prem
100000646,2024-09-14T10:21:40Z,subscribed,Team,99,On-prem
100000450,2024-09-14T22:43:37Z,subscribed,Business,399,SaaS
100000343,2024-09-15T10:03:17Z,subscribed,Team,99,SaaS
100000438,2024-09-15T02:49:01Z,subscribed,Business,399,On-prem
100000652,2024-09-16T22:26:22Z,subscribed,Team,99,On-prem
100000446,2024-09-16T12:28:40Z,subscribed,Business,399,On-prem
100000135,2024-09-17T02:57:40Z,subscribed,Team,99,On-prem
100000511,2024-09-18T01:08:38Z,subscribed,Team,99,SaaS
100000657,2024-09-18T14:13:09Z,subscribed,Team,99,SaaS
100000601,2024-09-19T20:54:07Z,subscribed,Team,99,On-prem
100000378,2024-09-19T00:03:05Z,subscribed,Team,99,SaaS
100000636,2024-09-20T14:42:03Z,subscribed,Business,-209,On-prem
100000557,2024-09-20T01:40:33Z,subscribed,Business,399,SaaS
100000551,2024-09-21T15:04:04Z,subscribed,Business,399,SaaS
100000523,2024-09-21T11:22:21Z,subscribed,Team,99,SaaS
100000472,2024-09-22T09:22:44Z,subscribed,Business,0,SaaS
100000495,2024-09-22T06:17:20Z,subscribed,Business,399,SaaS
100000217,2024-09-23T20:21:24Z,subscribed,Team,99,On-prem
100000469,2024-09-23T16:56:35Z,subscribed,Business,399,SaaS
100000619,2024-09-24T20:41:28Z,subscribed,Team,99,SaaS
100000514,2024-09-24T19:07:49Z,subscribed,Business,399,On-prem
100000603,2024-09-25T15:59:48Z,subscribed,Business,-193,SaaS
100000214,2024-09-25T10:16:39Z,subscribed,Team,99,On-prem
100000589,2024-09-26T14:21:12Z,subscribed,Team,99,SaaS
100000433,2024-09-26T04:56:00Z,subscribed,Business,399,SaaS
100000617,2024-09-27T06:42:09Z,subscribed,Team,99,On-prem
